codigo_interno;descricao_do_produto
000739;ANEL CAIXA (ANEL SINCRONIZADO) 5ª
000740;CANO DAGUA
000741;CANO DAGUA
000742;CANO DAGUA
000743;BIELETA DT/TS
000744;BUCHA LEQUE SUP SUSP DIANT
000745;BUCHA LEQUE TS SUSP DIANT
000746;KIT BARRA ESTAB DT LD/LE
000747;CONDENSADOR
000748;COXIM CAIXA INFERIOR
000749;BUCHA FACAO TS
000750;KIT BARRA ESTABILIZADORA DT
000751;BUCHA LEQUE DT SUSP DIANT
000752;COXIM MOTOR
000753;BUCHA BRACO TENSOR
000754;JUNTA CABECOTE
000755;COXIM LATERAL CARDAN
000756;COXIM CAIXA
000757;COXIM CAIXA SUPERIOR;tipo;0;0;1993 1997
000758;TAMPA DISTRIBUIDOR
000759;BICO INJECAO
000760;BUCHA BRACO OSCILANTE
000761;TIRANTE COMANDO CAIXA 147 TDS (A421) SAM
000762;COXIM ESCAPAMENTO
000763;PARAF.LEQUE SUP.CORCEL PAMPA SAMPEL 2512
000764;BUCHA ENGRENAGEM 4  MARCHA UNO 91/95 TDS
000765;COXIM ESCAPAMENTO
000766;COXIM COMANDO CAIXA
000767;REPARO SAPATA FREIO
000768;JUNTA BOMBA DAGUA
000769;JUNTA RETIFICACAO MOTOR
000770;RETENTOR RODA TRASEIRA (INTERNO)
000771;JUNTA BOMBA DAGUA
000772;RETENTOR RODA TRASEIRO
000773;JUNTA BOMBA DAGUA
000774;ROLAMENTO RODA TS ( KIT )
000775;ROLAMENTO LATERAL COROA
000776;TENSOR CVA
000777;TAMPA DISTRIBUIDOR
000778;TAMPA DISTRIBUIDOR
000779;TAMPA DISTRIBUIDOR
000780;TAMPA DISTRIBUIDOR
000781;TAMPA DISTRIBUIDOR
000782;TAMPA DISTRIBUIDOR
000783;REPARO EIXO TRASEIRO
000784;CILINDRO RODA (LADO DIREITO)
000785;TENSOR AUXILIAR CVA (POLIA)
000786;COLAR EMBREAGEM
000787;JUNTA BOMBA DAGUA
000788;ROLAMENTO RODA TS
000789;AMORT TAMPA TS
000790;TENSOR AUX CVA
000791;MANGUEIRA RESPIRO OLEO
000792;KIT EMBREAGEM
000793;SELO COMANDO
000794;TRAVA PORCA EIXO TS GOL TDS (CX33)
000796;ARRUELA DEFLETORA VIRABREQUIM
000797;ARRUELA POLIA DINAMO ALTERNADOR
000798;ANTI CHAMA
000799;COLAR EMBREAGEM
000800;ROLAMENTO ALTERNADOR
000801;ROLAMENTO PILOTO VOLANTE
000802;BATERIA
000803;COTOVELO VALVULA TERMOSTATICA
000804;JUNTA TV
000805;FILTRO OLEO
000806;DISCO FREIO DT VENTILADO
000807;MANGUEIRA BOMBA DH/RESERVATORIO
000808;CORREIA ALT
000809;REPARO PINCA
000810;GARFO EMBREAGEM
000811;ROLAMENTO COLUNA DIRECAO
000812;JUNTA BOMBA DAGUA
000813;ROLAMENTO COLUNA DIRECAO
000814;TENSOR ALTERNADOR
000815;ROLAMENTO COLUNA DIRECAO
000816;ROLAMENTO COLUNA DIRECAO
000817;MANGUEIRA BOMBA DAGUA/RADIADOR
000818;CEBOLAO RADIADOR C/ACD
000819;REGULADOR VOLTAGEM
000820;CABO VELOC.CORCEL/DELREY 78/89  FANIA 03
000821;ROLAMENTO DIFERENCIAL PINHAO
000822;ROLAMENTO RODA DT
000823;ROLAMENTO LATERAL COROA
000824;ROLAMENTO CAIXA RODA
000825;MANGUEIRA INFERIOR RADIADOR
000826;ROLAMENTO ALTERNADOR
000827;DISCO FREIO DT VENTILADO
000828;FILTRO AR/CARBURADOR
000829;VALVULA SERVO FREIO KOMBI 75/ (B223) VAR
000830;VALVULA SERVO FREIO
000831;VALVULA SERVO FREIO
000832;KIT VEDACAO TV CHEVETE TDS MECONTECH
000833;CONEXAO T (TS) OLEO FREIO
000834;REPARO SAPATA FREIO
000835;REPARO SAPATA FREIO
000836;REGULAGEM FREIO
000837;VALV.ALIVIO CABECOTE CHEVETE TDS
000838;RADIADOR AGUA
000839;AMORT TAMPA TS
000840;AMORT TAMPA TS
000841;JUNTA CAIXA
000842;REPARO TAMPA CAIXA
000843;BOBINA IGNICAO
000844;JUNTA CAIXA
000845;JUNTA CAIXA
000846;JUNTA CAIXA
000847;JUNTA CAIXA
000848;JUNTA DISTRIBUICAO
000849;JUNTA BOMBA DAGUA
000850;REPARO ALAVANCA CAMBIO
000851;JUNTA INJECAO
000852;JUNTA INJECAO
000853;BOMBA COMBUSTIVEL CARBURADO
000854;CABO VELOCIMETRO.APOLLO 1.8 /92 TUBA
000855;BOMBA COMBUSTIVEL CARBURADO
000856;MANGUEIRA VARETA OLEO
000857;JUNTA INJECAO
000858;COXIM/BORRACHA ESCAPAMENTO TS
000859;JUNTA TAMPA COMANDO VALVULA
000860;JUNTA DIFERENCIAL
000861;JUNTA DIFERENCIAL
000862;JUNTA DIFERENCIAL
000863;ANEL (CALCO) CAMISA MOTOR
000864;CORREIA ACD/DH
000865;REPARO TRAMBULADOR
000866;ATUADOR EMBREAGEM
000867;JUNTA COLETOR ESCAPAMENTO
000868;CILINDRO EMBREAGEM MESTRE ( PEDAL )
000869;CANO DAGUA
000870;CANO DAGUA
000871;CORREIA ALT
000872;CRUZETA KOMBI
000873;BATENTE/COIFA AMORT DT
000874;JUNTA CARTER
000875;CABO VELOCIMETRO
000876;JUNTA TV
000877;CABO AFOGADOR
000878;CABO VELOCIMETRO ESCORT HOBBY 1.0/1.6 94
000879;CABO ACELERADOR
000880;CABO PUXADOR CAPO OPALA 75/83  (CT47) MW
000881;JUNTA BOMBA DAGUA
000882;INTERRUPTOR LUZ ALTA/BAIXA
000883;JUNTA BOMBA DAGUA
000884;JUNTA BOMBA OLEO
000885;INTERRUPTOR RE
000886;INTERRUPTOR RE
000887;ANTI CHAMA
000888;FUSIVEL VIDRO 10AH
000889;INTERRUPTOR TEMPERATURA AGUA
000890;CEBOLAO RADIADOR
000891;JUNTA BOMBA OLEO
000892;INTERRUPTOR FAROL
000893;VALVULA TERMOSTATICA
000894;INTERRUPTOR TEMPERATURA AGUA
000895;INTERRUPTOR TEMPERATURA AGUA
000896;INTERRUPTOR TEMPERATURA AGUA
000897;INTERRUPTOR RE
000898;INTERRUPTOR TEMPERATURA AGUA
000899;INTERRUPTOR TEMPERATURA AGUA
000900;INTERRUPTOR TEMPERATURA AGUA
000901;BUCHA LEQUE DT SUSP DIANT
000902;INTERRUPTOR RE
000903;INTERRUPTOR TEMPERATURA INJECAO
000904;TIRANTE EXT.CAIXA UNO PREM ELBA FIOR.CWB
000905;REPARO ALAVANCA CAMBIO
000906;COXIM AMORT DT
000907;RETENTOR PINHAO DIFERENCIAL
000908;RETENTOR POLIA
000909;RETENTOR RODA DIANTEIRA (INTERNO)
000910;RETENTOR FLANGE (TS)
000911;RETENTOR CAIXA (EIXO PILOTO)
000912;CABO FREIO MAO TS OPALA CAR.91/ (CT25) I
000913;TAMPA OLEO
000914;CALCO MOLA TRASEIRA SUPERIOR OPALA /79 B
000915;CALCO MOLA (DT) INF.CORCEL 81/ BFX178
000916;CANO DAGUA
000917;BATENTE/CALCO SUPERIOR MOLA TS
000918;COIFA GARFO EMBREAGEM
000919;CABO FREIO MAO DT
000920;CABO FREIO MAO TS
000921;CABO ACELERADOR
000922;CABO ACELERADOR
000923;CABO ACELERADOR
000924;CABO TRAVA BANCO
000925;BUCHA CAIXA DIRECAO
000926;CALCO MOLA INFERIOR TRASEIRA
000927;CALCO MOLA (DT) INF.CORCEL 78/81  BORFLE
000928;CALCO MOLA SUPERIOR TRASEIRA
000929;CALCO MOLA (TS) SUP.ESCORT LOGUS 97/
000930;CALCO MOLA TS INFERIOR
000931;CALCO MOLA SUPERIOR TRASEIRA
000932;CALCO MOLA (TS) SUP.GOL 80/96 CWB54887
000933;CALCO MOLA (TS) SUP.GOL 96/ (A459) BORFL
000934;COXIM CAIXA INFERIOR
000935;JUNTA BOMBA OLEO
000936;COXIM CABINE/CARROCERIA
000937;CILINDRO RODA (LADO DIREITO)
000938;CORREIA CVA
000939;BUCHA FEIXE MOLA TS SUSP TS
000940;CILINDRO RODA (LADO DIREITO)
000941;RETENTOR VALVULA
000942;KIT BARRA ESTAB DT LD/LE
000943;BATENTE LEQUE SUPERIOR DT
000944;COIFA SETOR DIRECAO
000945;BUCHA AGREGADO SUSP DT
000946;MACACO JACARE JJ 2T
000947;CILINDRO RODA INFERIOR LD
000948;ROLAMENTO EIXO INTERM
000949;CILINDRO RODA INFERIOR LE
000950;VALVULA ESCAPE
000951;REPARO CIL.RODA F600 ACD 60/80 2/3 EIXOS
000952;CANO DAGUA
000953;JUNTA ELASTICA (ACOPLAMENTO DIRECAO)
000954;BATENTE/CALCO SUPERIOR MOLA TS
000955;COIFA SETOR DIRECAO
000956;CANO DAGUA
000957;COIFA GARFO EMBREAGEM
000958;CANO DAGUA
000959;BUCHA LEQUE TS SUSP DIANT
000960;CONDENSADOR
000961;CONDENSADOR
000962;CONDENSADOR
000963;TAMBOR FREIO TS
000964;CONDENSADOR
000965;RETENTOR CAIXA
000966;RETENTOR VOLANTE
000967;JUNTA BOMBA OLEO
000968;RETENTOR RODA DIANTEIRA (EXTERNO)
000969;RETENTOR EIXO TRASEIRO (PINHAO)
000970;BATENTE MOLA
000971;SUPORTE FRONTAL MOTOR
000972;ALAVANCA CAMBIO
000973;SUPORTE MOTOR DIANTEIRO
000974;SUPORTE COXIM MOTOR LD
000975;CALCO MOLA TRASEIRA INFERIOR DIR.PASSAT
000976;CALCO MOLA TRASEIRA INFERIOR L/E PASSAT
000977;REPARO CIL.MESTRE DUPLO 147 83/87 (A305)
000978;CILINDRO MESTRE
000979;CILINDRO MESTRE FREIO
000980;CABO ACELERADOR
000981;CABO AFOGADOR
000982;CORREIA ALT
000983;ROLAMENTO PINHAO DT
000984;JUNTA BOMBA OLEO
000985;ROLAMENTO RODA DT
000986;ENGRENAGEM COMANDO AUX.PALIO 1.0/1.5
000987;ENGRENAGEM COMANDO PALIO 1.0/1.5 96/FIAT
000988;VALVULA TERMOSTATICA
000989;BRACO CENTRAL LIG.BARRAS KOMBI
000990;JUNTA BOMBA OLEO
000991;COXIM MOTOR
000992;LONA C/ PATIM
000993;VELA IGNICAO
000994;MANGUEIRA INFERIOR RADIADOR
000995;REPARO CIL.RODA (TS) OPALA (532) 81/91
000996;CAPA PEDAL ACELERADOR/EMBREAGEM/FREIO
000997;CAPA PEDAL ACELERADOR/EMBREAGEM/FREIO
000998;CAPA FREIO/EMBREAGEM
000999;JUNTA BOMBA OLEO
001000;CANO DAGUA
001001;CALCO PLANETARIA VW A AR FUSCA KOMBI
001002;ARRUELA CAIXA S/INDENTIFICACAO
001003;MOLA ACELERADOR
001004;CONEXAO COBRE BOMBA GASOLINA
001005;MANGUEIRA ENTRADA AQUECEDOR
001006;JUNTA BOMBA OLEO
001007;TAMPA TRAMBULADOR 5 MARCHAS
001008;CORREIA CVA
001009;PRATO AMORT DT (SUPERIOR)
001010;REPARO CIL.MESTRE CORCEL 80/ (A503) VARG
001011;REPARO CIL.MESTRE FUSCA/BRAS 77/ (A503)
001012;PRATO AMORT DT (SUPERIOR)
001013;TAMPA SELETORA CAMBIO
001014;ENGRENAGEM VIRABREQUIM
001015;PARAF.APERTO CABO ACEL.FUSCA DUPLO (A559
001016;MANGUEIRA FILTRO AR/TV
001017;PORCA PARAF COXIM MOTOR UNO 86/
001018;PARAFUSO COXIM MOTOR UNO
001019;BUCHA FEIXE MOLA TS SUSP TS
001020;COXIM MOTOR
001021;REPARO TRAMBULADOR
001022;KIT BARRA ESTABILIZADORA DT
001023;TAMPA DISTRIBUIDOR
001024;CALOTA CUBO DT
001025;JUNTA BOMBA OLEO
001026;REGULADOR VOLTAGEM
001027;JUNTA CABECOTE
001028;TAMPA DISTRIBUIDOR
001029;JUNTA CABECOTE
001030;JUNTA CABECOTE
001031;JUNTA CABECOTE
001032;JUNTA CABECOTE
001033;JUNTA CABECOTE
001034;COIFA ALAVANCA CAMBIO F-1000 .../92
001035;KIT BARRA ESTAB DT LD/LE
001036;REPARO TRAMBULADOR
001037;JUNTA CABECOTE
001038;KIT BARRA ESTAB DT LD/LE
001039;JUNTA CABECOTE
001040;TRAMBULADOR CAMBIO
001041;PINO GUIA RODA FIAT TDS
001042;HELICE RADIADOR D10/D20 MTR PERKINS
001043;COXIM INFERIOR ALAVANCA
001044;CALCO MOLA DIANTEIRA INFERIOR CHEVETTE
001045;POLIA BOMBA DAGUA
001046;COIFA ALAV.CAMBIO CORCEL /77
001047;BUCHA BIELETA DT
001048;CUBO RODA DT
001049;COXIM MOTOR FRONTAL
001050;INDUZIDO PARTIDA ALFA FIAT GM FORD GM BO
001051;POLIA VIRABREQUIM
001052;HELICE RAD.FIAT TDS ALTERN.BOSCH (CXT04)
001053;BATENTE FEIXE MOLA SUSP TS
001054;HELICE RADIADOR VECTRA - MONZA - OPALA
001055;BOMBA COMBUSTIVEL CARBURADO
001056;CABO VELOCIMETRO
001057;BUCHA COXIM INFERIOR CAMBIO
001058;CABO VELOCIMETRO
001059;CABO ACELERADOR
001060;CABO VELOCIMETRO A10 6CC 3 MARCHAS /67 (
001061;LEQUE LD SUSP DT INFERIOR
001062;COXIM CAIXA INFERIOR
001063;LEQUE LE SUSP DT SUPERIOR
001064;CILINDRO IGNICAO PALIO  (B218)
001065;LEQUE LE SUSP DT SUPERIOR
001066;LEQUE LD SUSP DT
001067;REPARO PINCA KOMBI 82/ COMPLETO
001068;VALVULA TERMOSTATICA
001069;JUNTA BOMBA COMBUSTIVEL
001070;JUNTA BOMBA COMBUSTIVEL CARBURADOR
001071;JUNTA BOMBA COMBUSTIVEL CARBURADOR
001072;CORREIA ALT
001073;JUNTA TAMPA TRASEIRA EIXO COMANDO
001074;JUNTA CONEXAO SAIDA AGUA
001075;LEQUE TRASEIRO INFERIOR
001076;LEQUE LD SUSP DT
001077;CORREIA ALT
001078;LEQUE LE SUSP DT INFERIOR
001079;FLEXIVEL FREIO (TS) VARGA
001080;FLEXIVEL FREIO (DT) C-10/14/15 /73 VARGA
001081;JUNTA SAIDA ESCAPAMENTO
001082;JUNTA INJECAO
001083;AMORT TS
001084;ANEL BORRACHA ISOLADOR EIXO LEQUE SUP SUSP DT
001085;TAMPA COMBUSTIVEL
001086;COXIM AMORT DT
001087;JUNTA CARTER
001088;JUNTA CABECOTE
001089;COXIM AMORT TS
001090;BOMBA INJECAO REFIL UNIVERSAL
001091;PLATO E DISCO EMBR.CORSA 1.6 TDS (262)
001092;PLATO EMBR.ESCORT VERONA 1.3 1.6 /92 LUK
001093;JUNTA CABECOTE
001094;PLATO EMBR.GOL MI 8/16V 97/ LUK
001095;LEQUE LE SUSP DT
001096;JUNTA MOTOR
001097;PLATO EMBREAGEM CORSA 1.0 1.4
001098;POLIA BOMBA DAGUA
001099;POLIA VIRABREQUIM
001100;BOBINA IGNICAO
001101;REPARO CIL.MESTRE DUPLO ESCORT TDS 92/ V
001102;REPARO CIL.MESTRE PAMPA 82/ VARGA
001103;REPARO CIL.RODA KOMBI CLIPER 81/ VARGA
001104;REPARO CIL.RODA FUSCA 1500/1300/1600 74/
001105;REPARO CIL.MESTRE MONZA 83/87 VARGA
001106;BUCHA LEQUE INF SUSP DIANT
001107;REPARO CIL.RODA FUSCA 1200/1300 /76 VARG
001108;JUNTA TV
001109;CORREIA ALT
001110;JUNTA CAIXA
001111;JUNTA CAIXA
001112;KIT BARRA ESTAB DT INT
001113;KIT BARRA ESTAB DT INT
001114;KIT BARRA ESTABILIZADORA EXTERNA
001115;REPARO CIL.MESTRE KOMBI DUPLO 83/ VARGA
001116;JUNTA BOMBA DAGUA
001117;JUNTA TV
001118;JUNTA TV
001119;JUNTA COLETOR ADMISSAO/ESCAPAMENTO
001120;PARAF.HOM.CAIXA FIAT TDS
001121;JUNTA BOMBA DAGUA
001122;JUNTA BOMBA DAGUA
001123;ROLAMENTO CAIXA PINHAO
001124;JUNTA BOMBA DAGUA
001125;JUNTA BOIA TANQUE
001126;JUNTA DISTRIBUICAO
001127;RADIADOR AGUA
001128;REPARO CILINDRO RODA (TS) F100 AC10/20 7
001129;JUNTA TV
001130;REPARO CIL.RODA CORCEL 77/79 (A503) VARG
001131;BORRACHA CILINDRO RODA ACD .../96
001132;EIXO COLUNA SEM FIM A10 - C10 - D20 /84
001133;ANEL (CALCO) CAMISA MOTOR
001134;ANEL (ARRUELA) BUJAO CARTER
001135;PALHETA DT CONVENCIONAL
001136;KIT BARRA ESTAB DT LD/LE
001137;CABO FREIO MAO DT
001138;BUJAO CAIXA
001139;DISCO FREIO DT VENTILADO
001140;CABO ACELERADOR
001141;COIFA AMORTECEDOR (DT) TEMPRA TDS   AUTO
001142;JUNTA COLETOR ESCAPAMENTO
001143;REG.PATIM FREIO CHEVETE MARAJO L/D (A308
001144;BATENTE SUSPENCAO DIANTEIRA
001145;SUPORTE MOTOR DIANTEIRO FRONTAL
001146;CABO ACELERADOR
001147;POLIA BOMBA DAGUA
001148;CABO VELOCIMETRO 147 /82  EFRARI
001149;CABO ACELERADOR
001150;CANO DAGUA
001151;AMORT TS
001152;BATENTE/COIFA AMORT TS
001153;CALCO MOLA DIANTEIRA UNO
001154;ARRUELA CABECOTE LIZA VW A AR 10MM
001155;CALOTA CUBO DT
001156;JUNTA TV
001157;BATENTE/COIFA AMORT TS
001158;MOLA PASTILHA
001159;REPARO CIL.RODA UNO ELBA PREMIO /88 (A51
001160;REPARO PINCA 147 /85 (A201) BOSCH
001161;REPARO CIL.RODA F1000 D10/20 78/  BOSCH
001162;REPARO CILINDRO MESTRE
001163;REPARO CIL.MESTRE CHEVETTE 86/ (A512) BO
001164;REPARO CIL.RODA COCEL /77  BOSCH
001165;FILTRO OLEO
001166;FILTRO OLEO
001167;RETENTOR CAIXA
001168;PALHETA DT SLIM PLUS  (SILICONE)
001169;JUNTA MOTOR
001170;FILTRO COMBUSTIVEL
001171;COIFA RODA
001172;BATENTE LEQUE INF DT
001173;AMORT TS
001174;BATENTE SUPERIOR LEQUE A/C/D10/20 82/
001175;BATENTE INFERIOR LEQUE DT
001176;CALCO MOLA DT SUPERIOR
001177;PALHETA DT SILICONE
001178;BICO INJECAO
001179;COXIM AMORT DT
001180;BOMBA INJECAO REFIL UNIVERSAL
001181;TENSOR CVA
001182;BORRACHA BOCA TANQUE GOL
001183;TAMPAO BORRACHA AR QUENTE
001184;TAMPA RESERVATORIO PARTIDA FRIO GASOLINA
001185;CILINDRO RODA SUPERIOR LE
001186;FILTRO DE AR DO MOTOR
001187;CALCO MOLA (DT) GROSSO PASSAT (A426)
001188;BUCHA LEQUE INF SUSP DIANT
001189;CORREIA CVA
001190;FILTRO OLEO
001191;JUNTA ADMISSAO (ANEL)
001192;CORREIA ALT
001193;RESERVATORIO AGUA PARABRISA
001194;TAMPA OLEO
001195;REPARO PARCIAL ACEL.FUSCA (BUCHA,MOLA,PI
001196;JUNTA TV
001197;TAMPA RADIADOR
001198;BUCHA AMORT SUPERIOR TS
001199;BORRACHA AMORT INF TRAS GOL /85
001200;BUCHA AMORT INFERIOR TS
001201;MANGUEIRA FILTRO AR
001202;RADIADOR AGUA
001203;SELO CABECOTE
001204;CONTRA PINO RODA FORD GM VW
001205;JUNTA COLETOR ESCAPAMENTO
001206;SELO BLOCO MOTOR
001207;CONDENSADOR
001208;BATENTE AMORT TS
001209;ROLAMENTO RODA TS
001210;REPARO PINCA
001211;JUNTA TV
001212;BARRA DIRECAO LATERAL
001213;BARRA DIRECAO REGULAVEL LE
001214;BARRA DIRECAO FIXA LE
001215;BOMBA DAGUA
001216;BARRA DIRECAO FIXA DT LE
001217;BARRA DIRECAO FIXA DT LD
001218;CABO ACELERADOR
001219;BARRA DIRECAO REGULAVEL
001220;REPARO CIL.MESTRE KOMBI 70/75
001221;REPARO SINCR.CX.1  2  CORCEL TDS
001222;AXIAL DIRECAO
001223;ADAPTADOR FILTRO AR
001224;REPARO CIL.MESTRE CORCEL 78/80 VARGA
001225;MOLA PATIM TS
001226;BOBINA IGNICAO
001227;FILTRO AR
001228;PARAF.REG.VALV.VW A AR 84/
001229;BARRA ESTABILIZADORA
001230;ACOPLAMENTO CAIXA ROTULA ALAVANCA
001231;FILTRO OLEO
001232;PINO C/TRAVA PASTILHA GOL /95 (B235)
001233;ROLAMENTO EIXO PILOTO
001234;BUCHA TRAMB.UNO PALIO VASADA (CX83)
001235;RETENTORES  (B206) DIVERSOS SABO
001236;ROLAMENTO RODA DT EXTERNO
001237;BATENTE/COIFA AMORT TS
001238;BOBINA IGNICAO
001239;ALAVANCA SELETORA CAIXA
001240;BUCHA LEQUE DT SUSP DIANT
001241;RETENTORES DIVERSOS  ORION (B206)
001242;RETENTORES DIVERSOS ORION
001243;RETENTORES DIVERSOS (B206)
001244;ROLAMENTO ALTERNADOR
001245;CABO VELOCIMETRO F600 F750 71/80 F7000 7
001246;TERM.ENCAIXE MACHO P/FIO 2,5MM  UNIFORT
001247;LAMPADA 1 POLO GRANDE
001248;BORRACHA INFERIOR AMORTECEDOR TRASEIRO K
001249;CANO DAGUA
001250;REPARO CIL.RODA(TS) SANTANA 86/ (A141) C
001251;RESERVATORIO OLEO FREIO
001252;CALCO MOLA DT
001253;TAMPA RESERV.OLEO DIVERSOS
001254;TRIZETA
001255;TRIZETA
001256;BRACO AUXILIAR DIRECAO
001257;PONTEIRA DIRECAO LD
001258;PONTEIRA DIRECAO LE
001259;ENGRENAGEM VIRABREQUIM
001260;JUNTA MOTOR
001261;TIRANTE COMPLETO SUP.(DT) DEL REY 87/ PL
001262;JUNTA COLETOR ADMISSAO
001263;FILTRO DE COMBUSTIVEL DIESEL BLINDADO
001264;TAMPA CAIXA REDUCAO
001265;COTOVELO VALVULA TERMOSTATICA
001266;BATENTE AMORT TS
001267;BUCHA INFERIOR JUMELO
001268;JUNTA COLETOR ESCAPAMENTO
001269;POLIA BOMBA DAGUA
001270;JUNTA SAIDA ESCAPAMENTO
001271;CONEXAO BOMBA DAGUA PLASTICO
001272;HASTE SELETORA TRAMBULADOR
001273;JUNTA MOTOR
001274;MOLA SAPATA FREIO
001275;MOLA PATIM TS
001276;PINO TRAVA PASTILHA FIAT TDS 2MC
001277;BUCHA LEQUE TS SUSP TRAS
001278;BORRACHA CILINDRO MESTRE FUSCA
001279;REPARO FREIO DISCO
001280;JUNTA MOTOR
001281;REPARO CENTR.PATIM A-20 57MM    CWB
001282;SELO BLOCO MOTOR
001283;ALAVANCA PATIM FREIO
001284;ALAVANCA PATIM FREIO
001285;ALAVANCA PATIM FREIO
001286;ALAVANCA PATIM FREIO
001287;FILTRO P/BICO INJETOR GOLF GL 1.8  DC
001288;REPARO DIFER.OPALA CARAVAN 69/75 CHEVETE
001289;REPARO SINCR.CX.3  E 4  CORCEL TDS PL
001290;MOLA SAPATA FREIO
001291;BORRACHA ANEL VEDACAO GARGALO BOCAL TANQUE
001292;ALAVANCA PATIM FREIO
001293;ALAVANCA PATIM FREIO
001294;BUJAO CARTER MOTOR
001295;REPARO SAPATA FREIO
001296;REPARO SAPATA FREIO
001297;BUCHA LEQUE DT SUSP DIANTEIRA
001298;BUCHA AMORT SUPERIOR SUSP DT
001299;REPARO RE CORCEL I  /77
001300;BORRACHA SILENCIOSO CENTRAL
001301;BUCHA AGREGADO SUSP DT
001302;JUNTA VALVULA TERMOSTATICA
001303;ROLAMENTO LATERAL COROA
001304;VARAO KOMBI 1500/1600 /77
001305;ROLAMENTO CAIXA PINHAO
001306;CACHIMBO VARAO FUSCA TDS
001307;BUCHA LEQUE DT SUSP DIANTEIRA
001308;AMORT DT
001309;ESCOVAS DIVERSAS C/AMOSTRA
001310;MOLA PASTILHA
001311;MOLA PASTILHA
001312;REPARO SINCR.CX.1 2 3 4  PASSAT TDS
001313;REPARO SINCR.CX.CHEVETE OPALA 1 /2
001314;RETENTOR RODA TRASEIRA
001315;RETENTOR PINHAO DIFERENCIAL
001316;COXIM AMORT DT
001317;REPARO SINCR.CX.CHEVETE/OPALA 3 4  TDS
001318;RETENTOR RODA TRASEIRA
001319;MOLA PATIM TS
001320;LIAME TRAMBULADOR
001321;CALOTA CUBO DT
001322;BUCHA T AMORT DT
001323;BOMBA OLEO MOTOR
001324;RADIADOR AGUA
001325;BOIA TANQUE OPALA CARAVAN 72/78  SIEMEMS
001326;VALVULA TERMOSTATICA
001327;BOIA TANQUE PAMPA 4X2 ALC 89/97
001328;BOMBA OLEO MOTOR
001329;CUBO RODA DT
001330;RADIADOR AGUA
001331;COXIM AMORT DT
001332;COXIM AMORT DT
001333;CHAVE SETA FUSCA 77
001334;AUTOMATICO ARRANQUE (MOTOR PARTIDA)
001335;BENDIX ARANQUE (IMPULSOR MOTOR PARTIDA)
001336;BENDIX
001337;BENDIX
001338;BENDIX ARANQUE (IMPULSOR MOTOR PARTIDA)
001339;BENDIX
001340;F000AL1705 BENDIX (IMPULSOR PARTIDA)
001341;BOBINA IMPULSORA
001342;BOBINA IMPULSORA
001343;BOBINA IGNICAO
001344;KIT BARRA ESTAB DT INT
001345;FECHADURA (TS) ESQQUERDA SANTANA (A579)
001346;FECHADURA PORTA (DIR) CORCEL II
001347;FECHADURA TAMPA MOTOR BRASILIA TDS
001348;CALOTA CUBO DT
001349;CALOTA CUBO TS
001350;MACANETA VIDRO GOL VOYAGE PARATI 98/ DEC
001351;CALOTA CUBO DT
001352;FECHADURA PORTA (DT) INT.DIREIRA PREMIO
001353;ROLAMENTO RODA TS
001354;CALOTA CUBO TS
001355;FILTRO OLEO
001356;MACANETA VIDRO CORSA 94/...
001357;MACANETA VIDRO CHEVETT - OPALA - MONZA -
001358;CRUZETA KOMBI PICK-UP GM FORD
001359;BATENTE AMORT TS
001360;SUPORTE CABO FREIO MAO
001361;MOLA PEDAL EMBREAGEM
001362;MOLA SAPATA FREIO
001363;MOLA ACELERADOR
001364;REGULAGEM FREIO
001365;ROTOR IMPULSOR OPALA - CARAVAN - BONANZA
001366;REPARO SINCRONIZACAO FUSCA - GOL - A AR
001367;REPARO SINCRONIZADOR CAIXA CORCEL - BELI
001368;COXIM AMORT DT
001369;BATENTE/COIFA AMORT TS
001370;ALAVANCA PATIM FREIO TS LD
001371;COXIM AMORT DT
001372;ALAVANCA PATIM FREIO
001373;ALAVANCA PATIM FREIO TS LD
001374;ROLAMENTO COXIM AMORT DT
001375;ARTICULACAO BARRA LIGACAO CAMBIO (HASTE TRAMBULADOR)
001376;CAPA PEDAL ACELERADOR
001377;JUNTA BOMBA COMBUSTIVEL CARBURADOR
001378;ALAVANCA PEDAL ACELERADOR
001379;COXIM CAIXA INFERIOR
001380;MACANETA VIDRO PALIO EM ZAMACK
001381;CAPA FREIO/EMBREAGEM
001382;CAPA FREIO/EMBREAGEM
001383;ENGRENAGEM RE UNO - 147 86/94 FURO MENOR
001384;ENGRENAGEM RE UNO - 147 86/94 FURO MAIOR
001385;ROLAMENTO COXIM AMORT DT
001386;PIVO LIMPADOR PARABRISA
001387;ROLAMENTO COIXM AMORT DT
001388;MACANETA PORTA INTERNA CROMADA DIVERSAS
001389;MACANETA EXT.MONZA CLASSIC (DIR) UNIVERS
001390;MACANETA EXT.PORTA CHEVETE BONANZA CROMA
001391;GATILHO MACANETA EXT.(TS) FUSCA 77/ UNIV
001392;MACANETA INT.147 TDS UNIVERSAL
001393;PINO PORTA PASSAT GOL TDS
001394;BATENTE CAPO PEQUENO
001395;MOLA ACELERADOR
001396;FECHADURAS DE PORTAS DIVERSAS
001397;BUCHA ALTERNADOR
001398;CAPA FREIO/EMBREAGEM
001399;BUCHA BRACO OSCILANTE
001400;PINOS DE PORTA OU DOBRADICAS DIVERSOS
001401;PARAFUSO FIXACAO MOTOR VW A AR GRANDE
